,field_1,OBJECTID,TENSION_NO,POTENCIA_N,x,y
417,417,828.0,33.0,1.4,-78.55962217000001,-7.9110525859999825
418,418,829.0,33.0,3.0,-78.44846836300002,-7.8220629119999785
419,419,830.0,220.0,375.0,-72.33662274,-14.088545703000023
420,420,831.0,60.0,10.0,-73.14973634799998,-14.649215837999975
421,421,832.0,220.0,225.0,-72.60516735200002,-13.146135712999978
422,422,833.0,220.0,120.0,-72.83715625899998,-13.544643722999979
423,423,834.0,220.0,250.0,-71.78589323099999,-14.467328846999976
424,424,835.0,60.0,50.0,-77.27468538199997,-11.433393430000024
425,425,836.0,60.0,35.0,-73.301751335,-14.533773772000018
426,426,837.0,220.0,120.0,-76.96316203100002,-11.901940517000014
427,427,838.0,220.0,112.5,-76.48414300000002,-11.657635000000028
428,428,839.0,220.0,330.0,-76.14562009299999,-11.66576382300002
429,429,840.0,220.0,750.0,-70.99812186700001,-17.190910095999982
430,430,841.0,138.0,600.0,-70.96622498300002,-17.215906913000026
431,431,842.0,60.0,5.0,-70.20559300000002,-17.985652000000016
432,432,843.0,500.0,750.0,-70.99915346699999,-17.189698179999993
433,433,844.0,138.0,185.0,-70.05136424400001,-15.831074870000009
434,434,845.0,60.0,75.0,-70.09589819299998,-15.568809402
435,435,846.0,60.0,59.5,-70.20483125800001,-14.913922302000003
436,436,847.0,138.0,59.5,-70.20581268299998,-14.91373067699999
437,437,848.0,220.0,150.0,-71.31359530999998,-14.881110080999974
438,438,849.0,33.0,25.0,-71.99601054700003,-17.025664819999974
439,439,850.0,220.0,300.0,-71.51833585399999,-16.476087181000025
440,440,851.0,138.0,120.0,-71.51626784500002,-16.473746112000015
441,441,852.0,220.0,1200.0,-71.807317979,-16.675995186000023
442,442,853.0,33.0,11.5,-71.51985995899997,-16.321182539000006
443,443,854.0,138.0,0.0,-71.44523303800003,-16.26278216999998
444,444,855.0,60.0,30.0,-71.406814113,-15.536197863999973
445,445,856.0,60.0,66.0,-72.07152401500002,-13.47429456399999
446,446,857.0,138.0,120.0,-72.837417679,-13.545046633000027
447,447,858.0,220.0,150.0,-75.176712742,-15.204754544000025
448,448,859.0,60.0,150.0,-75.17725226599998,-15.205281582999987
449,449,860.0,60.0,100.0,-75.692638676,-14.05594483599998
450,450,861.0,60.0,50.0,-76.17681424300002,-13.265158354999983
451,451,862.0,220.0,200.0,-80.698672611,-5.168214764000027
452,452,863.0,60.0,200.0,-80.69874008800002,-5.168748596
453,453,864.0,220.0,672.0,-80.53093922099998,-5.926786967999988
454,454,865.0,220.0,110.0,-79.45793729299999,-7.306192696999972
455,455,866.0,60.0,150.0,-78.60224111399998,-7.057407072999979
456,456,867.0,220.0,150.0,-78.60243540099998,-7.058494214999996
457,457,868.0,220.0,750.0,-79.022943677,-8.04914465500002
458,458,869.0,220.0,345.0,-79.055506606,-8.044863180999982
459,459,870.0,138.0,100.0,-75.99225369599998,-9.289944466999998
460,460,871.0,138.0,60.0,-75.49366974200001,-9.031120890000011
461,461,872.0,138.0,240.0,-78.55899437699998,-9.01141179299998
462,462,873.0,60.0,95.0,-77.742116184,-10.680376883000008
463,463,874.0,220.0,95.0,-77.74180054599998,-10.679379786000027
464,464,875.0,138.0,95.0,-77.74231867700001,-10.680424709000022
465,465,876.0,60.0,80.0,-77.51624265100003,-11.11436056399998
466,466,877.0,220.0,80.0,-77.51578283200001,-11.114612812000018
467,467,878.0,60.0,593.0,-76.99507125100001,-12.112223830999994
468,468,879.0,220.0,400.0,-77.10433595,-12.047894177999979
469,469,880.0,220.0,600.0,-76.726129163,-12.495440800999972
470,470,881.0,220.0,145.0,-76.727771862,-12.496387890999983
471,471,882.0,500.0,800.0,-71.97743765299998,-17.038317882
472,472,883.0,220.0,208.0,-77.008328775,-10.92783665899998
473,473,884.0,60.0,25.0,-75.069839984,-11.652859980000017
474,474,885.0,60.0,25.0,-75.05920118199998,-11.646011202000011
475,475,886.0,60.0,23.400000000000002,-76.18305019799999,-13.449643239000011
476,476,887.0,220.0,118.0,-77.872519367,-8.77518861499999
477,477,888.0,220.0,140.0,-77.824822369,-8.776137145999996
478,478,889.0,220.0,200.0,-80.69912972899999,-5.142295998999998
479,479,890.0,220.0,200.0,-80.698672611,-5.168214764000027
480,480,891.0,220.0,230.0,-79.78925898300002,-6.884990680999977
481,481,892.0,60.0,50.0,-76.13238777100003,-11.733883967999986
482,482,893.0,220.0,95.0,-77.74184326800003,-10.680332349000025
483,483,894.0,220.0,50.0,-76.132271318,-11.733959793999986
484,484,895.0,138.0,116.0,-70.76789940600003,-17.061568212999987
485,485,896.0,138.0,50.0,-71.309690107,-17.629151880999984
486,486,897.0,138.0,400.0,-71.12252808199997,-17.576636701999973
487,487,898.0,220.0,240.0,-78.55673672799998,-9.01085501099999
488,488,899.0,220.0,0.0,-80.253996287,-6.291544202000011
489,489,900.0,220.0,60.0,-80.14639564100003,-6.096736910999994
490,490,901.0,138.0,0.0,-76.20808054499997,-9.900365360000023
491,491,902.0,220.0,40.0,-78.15529077500003,-7.917812980999997
492,492,903,220.0,240,-70.3505149199673,-17.39497207220733
493,493,904,220.0,240,-70.3615046924829,-17.402268599850874
494,494,905,220.0,240,-70.36457234854264,-17.391883331784314
495,495,906,220.0,240,-70.34838899659213,-17.4051375266252
496,496,907,220.0,240,-70.36136747281276,-17.407751723969852
497,497,908,220.0,240,-70.3898862477654,-17.428066532793864
498,498,909,220.0,240,-70.39620016938633,-17.423596503826186
499,499,910,220.0,240,-70.39914123847423,-17.42005192814999
500,500,911,220.0,240,-70.39274729311965,-17.41432776686078
501,501,912,220.0,240,-70.39357846752901,-17.41847289295114
502,502,913,220.0,240,-77.32211766436014,-10.577246118682368
503,503,914,220.0,240,-77.32141767385086,-10.564762928199684
504,504,915,220.0,240,-77.32074166374393,-10.571300454930457
505,505,916,220.0,240,-77.3174742983217,-10.571288239838303
506,506,917,220.0,240,-77.30523735924719,-10.576442307684744
507,507,918,220.0,240,-76.62121642795219,-11.840395917132494
508,508,919,220.0,240,-76.61425841674178,-11.830055647601045
509,509,920,220.0,240,-76.62665069689868,-11.845852431640415
510,510,921,220.0,240,-76.6250071597344,-11.842035100028763
511,511,922,220.0,240,-76.624720719108,-11.832490583796819
512,512,923,220.0,240,-71.44395784300559,-16.2529634635764
513,513,924,220.0,240,-71.43657257895586,-16.2617434155779
514,514,925,220.0,240,-71.4510722113299,-16.270409402165456
515,515,926,220.0,240,-71.44905884262727,-16.256198961506325
516,516,927,220.0,240,-71.44720894343166,-16.26243528161733
517,517,928,220.0,240,-75.29543630233087,-11.293190869505157
518,518,929,220.0,240,-75.31141762185763,-11.307876425843592
519,519,930,220.0,240,-75.30168563153111,-11.298846477076749
520,520,931,220.0,240,-75.30378424650655,-11.29887168370765
521,521,932,220.0,240,-75.30915114118511,-11.309480871326537
522,522,933,220.0,240,-80.63138066883089,-5.033364187374845
523,523,934,220.0,240,-80.63962083848072,-5.027831659825589
524,524,935,220.0,240,-80.63629386747762,-5.0453393382858485
525,525,936,220.0,240,-80.63153517514934,-5.034588497713833
526,526,937,220.0,240,-80.62992783263722,-5.04595656324585
527,527,938,220.0,240,-79.21140724601655,-7.230717779522404
528,528,939,220.0,240,-79.20733472443824,-7.232556122731444
529,529,940,220.0,240,-79.21294651738093,-7.228751999767094
530,530,941,220.0,240,-79.21706083290037,-7.247723291845986
531,531,942,220.0,240,-79.21229715369165,-7.247552213088297
532,532,943,220.0,240,-76.77212865415882,-11.96874792374231
533,533,944,220.0,240,-76.76732967855904,-11.96981398318858
534,534,945,220.0,240,-76.77308449754851,-11.97596045055665
535,535,946,220.0,240,-76.78207606247886,-11.972593864905681
536,536,947,220.0,240,-76.77482289137087,-11.972067027942632
537,537,948,220.0,240,-76.29926339029457,-11.780088140481707
538,538,949,220.0,240,-76.31331748114663,-11.78630127899017
539,539,950,220.0,240,-76.30417655979188,-11.775891940344666
540,540,951,220.0,240,-76.30605644558693,-11.778010953636418
541,541,952,220.0,240,-76.30317472562386,-11.786616836762109
542,542,953,220.0,240,-76.60988107386825,-11.765115047543507
543,543,954,220.0,240,-76.61985141202278,-11.755903704819103
544,544,955,220.0,240,-76.6196042551855,-11.757404297987922
545,545,956,220.0,240,-76.6049535859928,-11.754626341763377
546,546,957,220.0,240,-76.62311490112215,-11.755783243553944
547,547,958,220.0,240,-76.02847899217268,-11.40864101523671
548,548,959,220.0,240,-76.0383528819533,-11.414126056217988
549,549,960,220.0,240,-76.02578703870907,-11.416185569718698
550,550,961,220.0,240,-76.02847370141208,-11.423009188071841
551,551,962,220.0,240,-76.03899045784539,-11.413492388727482
552,552,963,220.0,240,-74.66470306145156,-12.361465073204172
553,553,964,220.0,240,-74.66098680511487,-12.354048410967648
554,554,965,220.0,240,-74.65989519551067,-12.358990056974605
555,555,966,220.0,240,-74.64659227519145,-12.355485643836886
556,556,967,220.0,240,-74.6547942220074,-12.3477876604834
557,557,968,220.0,240,-76.68683183159268,-11.92554150349654
558,558,969,220.0,240,-76.69354983411006,-11.91900248736309
559,559,970,220.0,240,-76.6853208594064,-11.931439091419021
560,560,971,220.0,240,-76.69884436616455,-11.920828130367656
561,561,972,220.0,240,-76.68871194027655,-11.93705500497315
562,562,973,220.0,240,-76.02925278300287,-11.621689166812308
563,563,974,220.0,240,-76.04102989054724,-11.613970116066582
564,564,975,220.0,240,-76.03382901755889,-11.62800563213904
565,565,976,220.0,240,-76.03930385364608,-11.630499501038065
566,566,977,220.0,240,-76.04367470478354,-11.624952067087412
567,567,978,220.0,240,-75.9726213229303,-12.836166952982163
568,568,979,220.0,240,-75.97334616753712,-12.843662371689362
569,569,980,220.0,240,-75.97148658009404,-12.829385481049929
570,570,981,220.0,240,-75.98481397975954,-12.836164536153044
571,571,982,220.0,240,-75.96814290536874,-12.84350491844707
572,572,983,220.0,240,-80.5351680584654,-4.683721353504216
573,573,984,220.0,240,-80.51583906515243,-4.681613436567052
574,574,985,220.0,240,-80.53348161579868,-4.685762182955671
575,575,986,220.0,240,-80.5344988396144,-4.685682879588159
576,576,987,220.0,240,-80.53157585268013,-4.681796937205649
577,577,988,220.0,240,-74.63652042519095,-12.353256273567636
578,578,989,220.0,240,-74.63573273900691,-12.359357558634878
579,579,990,220.0,240,-74.65048003611248,-12.343790005444337
580,580,991,220.0,240,-74.63531735733902,-12.340481741853594
581,581,992,220.0,240,-74.64952372150552,-12.339929996884885
582,582,993,220.0,240,-75.48080378434723,-11.19272613761753
583,583,994,220.0,240,-75.47569677793955,-11.202277508364368
584,584,995,220.0,240,-75.47748348631636,-11.20111340010605
585,585,996,220.0,240,-75.47302645150194,-11.19694500959546
586,586,997,220.0,240,-75.47090863893372,-11.196215192970776
587,587,998,220.0,240,-75.53476663645382,-10.7356448724585
588,588,999,220.0,240,-75.52682340813372,-10.741442727594809
589,589,1000,220.0,240,-75.53186246819433,-10.748690311023719
590,590,1001,220.0,240,-75.54279221299275,-10.733061420566697
591,591,1002,220.0,240,-75.53308184038833,-10.734756347501229
592,592,1003,220.0,240,-75.64536260105149,-10.72426070834502
593,593,1004,220.0,240,-75.63536359889119,-10.719086033021636
594,594,1005,220.0,240,-75.65289974670735,-10.730971216790616
595,595,1006,220.0,240,-75.64488692240036,-10.728893002056791
596,596,1007,220.0,240,-75.64845181840914,-10.71451671206009
597,597,1008,220.0,240,-76.48971674471524,-11.651975219474595
598,598,1009,220.0,240,-76.4860806783465,-11.659288369207998
599,599,1010,220.0,240,-76.48922110755248,-11.663259918461334
600,600,1011,220.0,240,-76.4744900982519,-11.651838917084719
601,601,1012,220.0,240,-76.48363620245918,-11.64923696205772
602,602,1013,220.0,240,-79.87987956353611,-5.017330844874184
603,603,1014,220.0,240,-79.88114152300028,-5.02339737106181
604,604,1015,220.0,240,-79.8842967538342,-5.025083914325285
605,605,1016,220.0,240,-79.88151061309141,-5.03073477199741
606,606,1017,220.0,240,-79.88402828984286,-5.020251451802139
607,607,1018,220.0,240,-77.85137704706526,-8.801405953033402
608,608,1019,220.0,240,-77.85676707684615,-8.813306637209985
609,609,1020,220.0,240,-77.85795915076564,-8.812566898032921
610,610,1021,220.0,240,-77.8417746567368,-8.808813919994524
611,611,1022,220.0,240,-77.85030320578004,-8.815808219015763
612,612,1023,220.0,240,-75.5655317030248,-11.27480893270629
613,613,1024,220.0,240,-75.56088518854523,-11.274270716966297
614,614,1025,220.0,240,-75.55257059780506,-11.261598393559051
615,615,1026,220.0,240,-75.56147024360219,-11.271973937460869
616,616,1027,220.0,240,-75.56529816288385,-11.274346124538608
617,617,1028,220.0,240,-71.48192612556583,-16.29825014691836
618,618,1029,220.0,240,-71.47450383881893,-16.290199179507518
619,619,1030,220.0,240,-71.46557466011686,-16.297156789525385
620,620,1031,220.0,240,-71.47664381361314,-16.2867424600489
621,621,1032,220.0,240,-71.47323693764338,-16.290536780913715
622,622,1033,220.0,240,-79.20283613817843,-6.601461302551239
623,623,1034,220.0,240,-79.2025888555477,-6.605022889536597
624,624,1035,220.0,240,-79.21126478849375,-6.597983911726812
625,625,1036,220.0,240,-79.20978168079823,-6.597145073740726
626,626,1037,220.0,240,-79.21013656448706,-6.6011518284057225
627,627,1038,220.0,240,-76.82425772354374,-6.154344811834824
628,628,1039,220.0,240,-76.8149154340342,-6.156050991849493
629,629,1040,220.0,240,-76.83124122760687,-6.147041496635461
630,630,1041,220.0,240,-76.82294644617576,-6.1469092335181506
631,631,1042,220.0,240,-76.82333423553379,-6.1511462831639045
632,632,1043,220.0,240,-71.28752173684944,-14.341817520467892
633,633,1044,220.0,240,-71.27829101146799,-14.345029889747494
634,634,1045,220.0,240,-71.28621367307045,-14.332326778344088
635,635,1046,220.0,240,-71.28746376338552,-14.33805269948798
636,636,1047,220.0,240,-71.27755206830379,-14.338960827762984
637,637,1048,220.0,240,-71.72159079240173,-15.219989768517939
638,638,1049,220.0,240,-71.72350119262454,-15.230133477330558
639,639,1050,220.0,240,-71.71565353657633,-15.214074023080046
640,640,1051,220.0,240,-71.7286637824842,-15.21556169224192
641,641,1052,220.0,240,-71.72941294329149,-15.23136528983185
642,642,1053,220.0,240,-75.91794305177544,-11.519389241878784
643,643,1054,220.0,240,-75.92102070267596,-11.522614108026335
644,644,1055,220.0,240,-75.90908144004806,-11.517776722471615
645,645,1056,220.0,240,-75.90712390551872,-11.513408292859765
646,646,1057,220.0,240,-75.90540173078743,-11.517971336015922
647,647,1058,220.0,240,-78.84257920685174,-5.704989677127927
648,648,1059,220.0,240,-78.83500121343336,-5.716616154615322
649,649,1060,220.0,240,-78.8382293553697,-5.714289081059351
650,650,1061,220.0,240,-78.84287170131728,-5.7089114920738275
651,651,1062,220.0,240,-78.84324320854343,-5.7218732218916015
652,652,1063,220.0,240,-77.35638544712886,-8.13704714062638
653,653,1064,220.0,240,-77.36605174640087,-8.140276367014787
654,654,1065,220.0,240,-77.35697297687337,-8.142333020600583
655,655,1066,220.0,240,-77.37538012803621,-8.139806889556342
656,656,1067,220.0,240,-77.36848584507104,-8.140656764491004
657,657,1068,220.0,240,-74.1217677769103,-13.618628383817262
658,658,1069,220.0,240,-74.13996880232975,-13.633066445885
659,659,1070,220.0,240,-74.12141720475411,-13.617503308971894
660,660,1071,220.0,240,-74.12709227430776,-13.628518007480848
661,661,1072,220.0,240,-74.13809008154378,-13.628986125645984
662,662,1073,220.0,240,-72.55985832859241,-13.17609654006215
663,663,1074,220.0,240,-72.56555804152053,-13.17076406399564
664,664,1075,220.0,240,-72.5699662846136,-13.173563223062716
665,665,1076,220.0,240,-72.55600813117653,-13.17605099867038
666,666,1077,220.0,240,-72.56451288064136,-13.17047319823262
667,667,1078,220.0,240,-72.1218244158677,-15.017879570567562
668,668,1079,220.0,240,-72.12725649174862,-15.014774666672148
669,669,1080,220.0,240,-72.11660758676572,-15.017014696078666
670,670,1081,220.0,240,-72.1223788297207,-15.026219368174159
671,671,1082,220.0,240,-72.11770461397016,-15.030834548396005
672,672,1083,220.0,240,-78.45220637163379,-5.4118196569926456
673,673,1084,220.0,240,-78.44394333760941,-5.400384425511445
674,674,1085,220.0,240,-78.45521666900265,-5.400452739216321
675,675,1086,220.0,240,-78.45504582253696,-5.406273402883815
676,676,1087,220.0,240,-78.44996238216939,-5.397325212085078
677,677,1088,220.0,240,-77.49877536328418,-9.568896480457948
678,678,1089,220.0,240,-77.50922821510383,-9.558113256653002
679,679,1090,220.0,240,-77.49837774951442,-9.56535541931193
680,680,1091,220.0,240,-77.49862959964807,-9.573377837977075
681,681,1092,220.0,240,-77.49493908121372,-9.558113988327722
682,682,1093,220.0,240,-77.44912037586155,-8.023858503418895
683,683,1094,220.0,240,-77.4334755971004,-8.0141440946313
684,684,1095,220.0,240,-77.43544635845505,-8.022822064292324
685,685,1096,220.0,240,-77.44840833583596,-8.013006405477695
686,686,1097,220.0,240,-77.4386309938174,-8.021413673419163
687,687,1098,220.0,240,-78.81214872654509,-5.689231235478056
688,688,1099,220.0,240,-78.79446741400447,-5.705026899467693
689,689,1100,220.0,240,-78.79308753615409,-5.691916229984476
690,690,1101,220.0,240,-78.79600605283555,-5.69855240810859
691,691,1102,220.0,240,-78.80526393061862,-5.6858082102484495
692,692,1103,220.0,240,-74.22781825121633,-13.199130166084146
693,693,1104,220.0,240,-74.22911970117657,-13.192289609186764
694,694,1105,220.0,240,-74.22998281922838,-13.190300907858726
695,695,1106,220.0,240,-74.22318020174806,-13.191417712748382
696,696,1107,220.0,240,-74.22990341089954,-13.20165268130695
697,697,1108,220.0,240,-71.8006202408048,-15.203890837546815
698,698,1109,220.0,240,-71.81115475737964,-15.2175224857114
699,699,1110,220.0,240,-71.8056728648331,-15.202890158164974
700,700,1111,220.0,240,-71.80376436832806,-15.205837388551775
701,701,1112,220.0,240,-71.80956576209653,-15.201342700375587
702,702,1113,220.0,240,-70.45820133388266,-13.647120981080961
703,703,1114,220.0,240,-70.45482447510499,-13.637171470763235
704,704,1115,220.0,240,-70.46107666182581,-13.65452483003639
705,705,1116,220.0,240,-70.45733885656732,-13.639224903937004
706,706,1117,220.0,240,-70.45450394021066,-13.636049640159397
707,707,1118,220.0,240,-71.79352795076093,-15.221583323595647
708,708,1119,220.0,240,-71.79776677887554,-15.22147304232354
709,709,1120,220.0,240,-71.7942078149028,-15.212894984446335
710,710,1121,220.0,240,-71.8063593591642,-15.223458407064756
711,711,1122,220.0,240,-71.80941377081946,-15.216205473945363
712,712,1123,220.0,240,-72.70453962863328,-12.86610192321512
713,713,1124,220.0,240,-72.70732271442724,-12.864701197833297
714,714,1125,220.0,240,-72.69025228874494,-12.87552621065286
715,715,1126,220.0,240,-72.7032600391431,-12.868684829406838
716,716,1127,220.0,240,-72.70286568948943,-12.858763849144768
717,717,1128,220.0,240,-72.56670004152112,-14.030273353959613
718,718,1129,220.0,240,-72.54857505936762,-14.04084176694155
719,719,1130,220.0,240,-72.5627028441062,-14.034725764762308
720,720,1131,220.0,240,-72.5608897426184,-14.037023710033322
721,721,1132,220.0,240,-72.55324516453223,-14.04599137359414
722,722,1133,220.0,240,-72.61759059035018,-14.06653532234594
723,723,1134,220.0,240,-72.61568547489918,-14.0760722058042
724,724,1135,220.0,240,-72.6212531924528,-14.065744680331685
725,725,1136,220.0,240,-72.618001922657,-14.060887470183832
726,726,1137,220.0,240,-72.62542779360786,-14.062907363654348
727,727,1138,220.0,240,-73.24439168334052,-14.292039570973454
728,728,1139,220.0,240,-73.25555634721157,-14.299546201336682
729,729,1140,220.0,240,-73.23804171056982,-14.296199520929015
730,730,1141,220.0,240,-73.24477283196799,-14.29520870013746
731,731,1142,220.0,240,-73.24981025801846,-14.296934123568958
732,732,1143,220.0,240,-72.91805722277356,-13.733726709066413
733,733,1144,220.0,240,-72.92225169813081,-13.733688748192316
734,734,1145,220.0,240,-72.9241324988051,-13.733048907072257
735,735,1146,220.0,240,-72.92271268507693,-13.731612720309068
736,736,1147,220.0,240,-72.93145176279548,-13.729500566140159
737,737,1148,220.0,240,-73.50916975638232,-13.779379352520339
738,738,1149,220.0,240,-73.49268355215789,-13.779823977366954
739,739,1150,220.0,240,-73.50392005958284,-13.770777289738017
740,740,1151,220.0,240,-73.5008728135603,-13.784081061927312
741,741,1152,220.0,240,-73.50951873545559,-13.765408072344654
742,742,1153,220.0,240,-73.31662349794126,-13.331218399341715
743,743,1154,220.0,240,-73.32833219540812,-13.322252881990472
744,744,1155,220.0,240,-73.31435314898795,-13.321771419145012
745,745,1156,220.0,240,-73.32319153477252,-13.31720462364882
746,746,1157,220.0,240,-73.31446381422606,-13.319115143890714
747,747,1158,220.0,240,-75.32075256792729,-11.08766178878953
748,748,1159,220.0,240,-75.3335300402392,-11.083180351905389
749,749,1160,220.0,240,-75.3232685451219,-11.08858779798577
750,750,1161,220.0,240,-75.324088538358,-11.072862411221328
751,751,1162,220.0,240,-75.32620191742339,-11.09045571805243
752,752,1163,220.0,240,-74.85275787376958,-10.941783352702881
753,753,1164,220.0,240,-74.84466074705362,-10.937077561136409
754,754,1165,220.0,240,-74.84599721381558,-10.949441992432533
755,755,1166,220.0,240,-74.84764990446986,-10.933984299902399
756,756,1167,220.0,240,-74.86274815444173,-10.94841504554264
757,757,1168,220.0,240,-74.61709377008646,-11.22767395540071
758,758,1169,220.0,240,-74.61472598555937,-11.211888380137909
759,759,1170,220.0,240,-74.61495752236662,-11.225715088677735
760,760,1171,220.0,240,-74.61142131241755,-11.223508786578503
761,761,1172,220.0,240,-74.60184480094023,-11.221764259496398
762,762,1173,220.0,240,-74.50611587943372,-11.480917494322304
763,763,1174,220.0,240,-74.51231777633315,-11.478684822999684
764,764,1175,220.0,240,-74.50140122373878,-11.496218249003073
765,765,1176,220.0,240,-74.49597839183004,-11.478476564392285
766,766,1177,220.0,240,-74.51006446110696,-11.480672333886812
767,767,1178,220.0,240,-74.87095984330897,-11.986253990286052
768,768,1179,220.0,240,-74.87299705573315,-11.983593359863962
769,769,1180,220.0,240,-74.86422637021268,-11.982394401739308
770,770,1181,220.0,240,-74.87313759486709,-11.976746452870112
771,771,1182,220.0,240,-74.86538995278327,-11.97748301718476
772,772,1183,220.0,240,-72.7254581286357,-16.57970234001853
773,773,1184,220.0,240,-72.72000235484545,-16.580669745523743
774,774,1185,220.0,240,-72.71406887428898,-16.563522098111008
775,775,1186,220.0,240,-72.7126457789868,-16.57174109794506
776,776,1187,220.0,240,-72.71210589817427,-16.564092274271967
777,777,1188,220.0,240,-72.65338608688047,-15.772846408560135
778,778,1189,220.0,240,-72.66455681196011,-15.785333033933437
779,779,1190,220.0,240,-72.66278420001754,-15.773639041308927
780,780,1191,220.0,240,-72.6504627361869,-15.777891286514812
781,781,1192,220.0,240,-72.65038125578084,-15.780604177219908
782,782,1193,220.0,240,-77.18515968028186,-9.3578198826365
783,783,1194,220.0,240,-77.18799959712975,-9.341034883891936
784,784,1195,220.0,240,-77.18354946580777,-9.350394343575354
785,785,1196,220.0,240,-77.17458687374365,-9.351120152890012
786,786,1197,220.0,240,-77.1899925241152,-9.353812138406687
787,787,1198,220.0,240,-78.10117733765966,-7.855248561430705
788,788,1199,220.0,240,-78.0927051450246,-7.857038110183288
789,789,1200,220.0,240,-78.10713453206728,-7.840386396959832
790,790,1201,220.0,240,-78.10469537030474,-7.8565117253227665
791,791,1202,220.0,240,-78.10386917148344,-7.848340687791735
792,792,1203,220.0,240,-78.3092845265229,-7.272458559813575
793,793,1204,220.0,240,-78.29962751759707,-7.2608806416713705
794,794,1205,220.0,240,-78.29677229947087,-7.264628413922451
795,795,1206,220.0,240,-78.30321613808604,-7.2640732516386946
796,796,1207,220.0,240,-78.31519700738666,-7.271051839761978
797,797,1208,220.0,240,-75.273026233453,-11.884831718069384
798,798,1209,220.0,240,-75.27077289079584,-11.885290897943747
799,799,1210,220.0,240,-75.28138711973708,-11.883448614987916
800,800,1211,220.0,240,-75.27472653677552,-11.885185699764055
801,801,1212,220.0,240,-75.27666266071624,-11.894425736539375
802,802,1213,220.0,240,-72.50519017473411,-15.65063183509211
803,803,1214,220.0,240,-72.48867970529923,-15.64158805010526
804,804,1215,220.0,240,-72.49874278026459,-15.640725935677144
805,805,1216,220.0,240,-72.49172547376334,-15.64911892118722
806,806,1217,220.0,240,-72.48987615699521,-15.65252102026786
807,807,1218,220.0,240,-72.2827277896253,-15.201210850187378
808,808,1219,220.0,240,-72.29148862998474,-15.197096562310003
809,809,1220,220.0,240,-72.29555472348297,-15.19989808096829
810,810,1221,220.0,240,-72.29378373155429,-15.205892702915683
811,811,1222,220.0,240,-72.28722096136093,-15.198259964155
812,812,1223,220.0,240,-78.41733367992836,-7.090732603086326
813,813,1224,220.0,240,-78.4256410975972,-7.096827347607427
814,814,1225,220.0,240,-78.41156859970985,-7.1084086721131365
815,815,1226,220.0,240,-78.4168704849536,-7.108922727836621
816,816,1227,220.0,240,-78.42735548884589,-7.094606726500549
817,817,1228,220.0,240,-79.45627413221486,-5.24017369945873
818,818,1229,220.0,240,-79.45531127439651,-5.243199593477067
819,819,1230,220.0,240,-79.45721587702384,-5.2447106806897255
820,820,1231,220.0,240,-79.44537345749475,-5.231257961461525
821,821,1232,220.0,240,-79.45591447782277,-5.2429989322575
822,822,1233,220.0,240,-79.88676060911227,-4.664427798207391
823,823,1234,220.0,240,-79.89183554347518,-4.66057336510888
824,824,1235,220.0,240,-79.8869671526036,-4.6616932068622265
825,825,1236,220.0,240,-79.89546199724312,-4.673199906947708
826,826,1237,220.0,240,-79.88087163611257,-4.661950744002399
827,827,1238,220.0,240,-79.60616469250976,-5.373988894186436
828,828,1239,220.0,240,-79.5962827234079,-5.367242398995963
829,829,1240,220.0,240,-79.61104444493074,-5.365474720998776
830,830,1241,220.0,240,-79.60536114812584,-5.38298179156901
831,831,1242,220.0,240,-79.60586850716196,-5.367600394017984
832,832,1243,220.0,240,-78.04374517101662,-6.968646761234491
833,833,1244,220.0,240,-78.04818196735377,-6.970300085462829
834,834,1245,220.0,240,-78.0473116169616,-6.960656121911712
835,835,1246,220.0,240,-78.05110386468657,-6.973972926736028
836,836,1247,220.0,240,-78.04744830354888,-6.975605442114575
837,837,1248,220.0,240,-78.47527092017025,-6.112817137146539
838,838,1249,220.0,240,-78.47979622969929,-6.110877892890701
839,839,1250,220.0,240,-78.46793064039409,-6.124189764513972
840,840,1251,220.0,240,-78.46943751180918,-6.123676225761501
841,841,1252,220.0,240,-78.47720925320353,-6.1245348217348825
842,842,1253,220.0,240,-69.44798595053418,-14.299515049392625
843,843,1254,220.0,240,-69.43441609849154,-14.28957479699719
844,844,1255,220.0,240,-69.43449032760029,-14.2964190192876
845,845,1256,220.0,240,-69.4414301437306,-14.300637912848831
846,846,1257,220.0,240,-69.44947607825225,-14.296943170283189
847,847,1258,220.0,240,-75.28151327854587,-12.329603179512434
848,848,1259,220.0,240,-75.28137496480566,-12.331083850756745
849,849,1260,220.0,240,-75.29047953287441,-12.32227923944403
850,850,1261,220.0,240,-75.29550682112098,-12.329228119951644
851,851,1262,220.0,240,-75.29640878521396,-12.32937070557957
852,852,1263,220.0,240,-75.18856294671677,-12.005139263102059
853,853,1264,220.0,240,-75.18299799060418,-12.010551216409983
854,854,1265,220.0,240,-75.18218479351917,-12.020507435775594
855,855,1266,220.0,240,-75.1697370469024,-12.013037023842028
856,856,1267,220.0,240,-75.18167222205385,-12.013808078097416
857,857,1268,220.0,240,-72.47016845501723,-15.982317581081345
858,858,1269,220.0,240,-72.46233008919067,-15.987805214654253
859,859,1270,220.0,240,-72.46584743391966,-15.970917144015184
860,860,1271,220.0,240,-72.46948213108973,-15.985531587018645
861,861,1272,220.0,240,-72.47237116666611,-15.976564264331893
862,862,1273,220.0,240,-78.72284806048155,-8.416174557976491
863,863,1274,220.0,240,-78.72761228876531,-8.401663597199505
